"行政区域代码
更新时间: 2020.1
数据来源: http://www.mca.gov.cn/article/sj/xzqh/2020/2020/202003061536.html"						
序号	名称	区域编码	父级区域编码	区域等级	全称	
area_id	area_name	area_code	area_parentcode	area_level	area_allname	
1181	安溪县	350524	350500	3	福建省/泉州市/安溪县	
1182	永春县	350525	350500	3	福建省/泉州市/永春县	
1183	德化县	350526	350500	3	福建省/泉州市/德化县	
1184	金门县	350527	350500	3	福建省/泉州市/金门县	
1185	石狮市	350581	350500	3	福建省/泉州市/石狮市	
1186	晋江市	350582	350500	3	福建省/泉州市/晋江市	
1187	南安市	350583	350500	3	福建省/泉州市/南安市	
1188	漳州市	350600	350000	2	福建省/漳州市	
1189	芗城区	350602	350600	3	福建省/漳州市/芗城区	
1190	龙文区	350603	350600	3	福建省/漳州市/龙文区	
1191	云霄县	350622	350600	3	福建省/漳州市/云霄县	
1192	漳浦县	350623	350600	3	福建省/漳州市/漳浦县	
1193	诏安县	350624	350600	3	福建省/漳州市/诏安县	
1194	长泰县	350625	350600	3	福建省/漳州市/长泰县	
1195	东山县	350626	350600	3	福建省/漳州市/东山县	
1196	南靖县	350627	350600	3	福建省/漳州市/南靖县	
1197	平和县	350628	350600	3	福建省/漳州市/平和县	
1198	华安县	350629	350600	3	福建省/漳州市/华安县	
1199	龙海市	350681	350600	3	福建省/漳州市/龙海市	
1200	南平市	350700	350000	2	福建省/南平市	
1201	延平区	350702	350700	3	福建省/南平市/延平区	
1202	建阳区	350703	350700	3	福建省/南平市/建阳区	
1203	顺昌县	350721	350700	3	福建省/南平市/顺昌县	
1204	浦城县	350722	350700	3	福建省/南平市/浦城县	
1205	光泽县	350723	350700	3	福建省/南平市/光泽县	
1206	松溪县	350724	350700	3	福建省/南平市/松溪县	
1207	政和县	350725	350700	3	福建省/南平市/政和县	
1208	邵武市	350781	350700	3	福建省/南平市/邵武市	
1209	武夷山市	350782	350700	3	福建省/南平市/武夷山市	
1210	建瓯市	350783	350700	3	福建省/南平市/建瓯市	
1211	龙岩市	350800	350000	2	福建省/龙岩市	
1212	新罗区	350802	350800	3	福建省/龙岩市/新罗区	
1213	永定区	350803	350800	3	福建省/龙岩市/永定区	
1214	长汀县	350821	350800	3	福建省/龙岩市/长汀县	
1215	上杭县	350823	350800	3	福建省/龙岩市/上杭县	
1216	武平县	350824	350800	3	福建省/龙岩市/武平县	
1217	连城县	350825	350800	3	福建省/龙岩市/连城县	
1218	漳平市	350881	350800	3	福建省/龙岩市/漳平市	
1219	宁德市	350900	350000	2	福建省/宁德市	
1220	蕉城区	350902	350900	3	福建省/宁德市/蕉城区	
1221	霞浦县	350921	350900	3	福建省/宁德市/霞浦县	
1222	古田县	350922	350900	3	福建省/宁德市/古田县	
1223	屏南县	350923	350900	3	福建省/宁德市/屏南县	
1224	寿宁县	350924	350900	3	福建省/宁德市/寿宁县	
1225	周宁县	350925	350900	3	福建省/宁德市/周宁县	
1226	柘荣县	350926	350900	3	福建省/宁德市/柘荣县	
1227	福安市	350981	350900	3	福建省/宁德市/福安市	
1228	福鼎市	350982	350900	3	福建省/宁德市/福鼎市	
1229	江西省	360000	000000	1	江西省	
1230	南昌市	360100	360000	2	江西省/南昌市	
1231	东湖区	360102	360100	3	江西省/南昌市/东湖区	
1232	西湖区	360103	360100	3	江西省/南昌市/西湖区	
1233	青云谱区	360104	360100	3	江西省/南昌市/青云谱区	
1234	青山湖区	360111	360100	3	江西省/南昌市/青山湖区	
1235	新建区	360112	360100	3	江西省/南昌市/新建区	
1236	红谷滩区	360113	360100	3	江西省/南昌市/红谷滩区	
1237	南昌县	360121	360100	3	江西省/南昌市/南昌县	
1238	安义县	360123	360100	3	江西省/南昌市/安义县	
1239	进贤县	360124	360100	3	江西省/南昌市/进贤县	
1240	景德镇市	360200	360000	2	江西省/景德镇市	
1241	昌江区	360202	360200	3	江西省/景德镇市/昌江区	
1242	珠山区	360203	360200	3	江西省/景德镇市/珠山区	
1243	浮梁县	360222	360200	3	江西省/景德镇市/浮梁县	
1244	乐平市	360281	360200	3	江西省/景德镇市/乐平市	
1245	萍乡市	360300	360000	2	江西省/萍乡市	
1246	安源区	360302	360300	3	江西省/萍乡市/安源区	
1247	湘东区	360313	360300	3	江西省/萍乡市/湘东区	
1248	莲花县	360321	360300	3	江西省/萍乡市/莲花县	
1249	上栗县	360322	360300	3	江西省/萍乡市/上栗县	
1250	芦溪县	360323	360300	3	江西省/萍乡市/芦溪县	
1251	九江市	360400	360000	2	江西省/九江市	
1252	濂溪区	360402	360400	3	江西省/九江市/濂溪区	
1253	浔阳区	360403	360400	3	江西省/九江市/浔阳区	
1254	柴桑区	360404	360400	3	江西省/九江市/柴桑区	
1255	武宁县	360423	360400	3	江西省/九江市/武宁县	
1256	修水县	360424	360400	3	江西省/九江市/修水县	
1257	永修县	360425	360400	3	江西省/九江市/永修县	
1258	德安县	360426	360400	3	江西省/九江市/德安县	
1259	都昌县	360428	360400	3	江西省/九江市/都昌县	
1260	湖口县	360429	360400	3	江西省/九江市/湖口县	
1261	彭泽县	360430	360400	3	江西省/九江市/彭泽县	
1262	瑞昌市	360481	360400	3	江西省/九江市/瑞昌市	
1263	共青城市	360482	360400	3	江西省/九江市/共青城市	
1264	庐山市	360483	360400	3	江西省/九江市/庐山市	
1265	新余市	360500	360000	2	江西省/新余市	
1266	渝水区	360502	360500	3	江西省/新余市/渝水区	
1267	分宜县	360521	360500	3	江西省/新余市/分宜县	
1268	鹰潭市	360600	360000	2	江西省/鹰潭市	
1269	月湖区	360602	360600	3	江西省/鹰潭市/月湖区	
1270	余江区	360603	360600	3	江西省/鹰潭市/余江区	
1271	贵溪市	360681	360600	3	江西省/鹰潭市/贵溪市	
1272	赣州市	360700	360000	2	江西省/赣州市	
1273	章贡区	360702	360700	3	江西省/赣州市/章贡区	
1274	南康区	360703	360700	3	江西省/赣州市/南康区	
1275	赣县区	360704	360700	3	江西省/赣州市/赣县区	
1276	信丰县	360722	360700	3	江西省/赣州市/信丰县	
1277	大余县	360723	360700	3	江西省/赣州市/大余县	
1278	上犹县	360724	360700	3	江西省/赣州市/上犹县	
1279	崇义县	360725	360700	3	江西省/赣州市/崇义县	
1280	安远县	360726	360700	3	江西省/赣州市/安远县	
1281	龙南县	360727	360700	3	江西省/赣州市/龙南县	
1282	定南县	360728	360700	3	江西省/赣州市/定南县	
1283	全南县	360729	360700	3	江西省/赣州市/全南县	
1284	宁都县	360730	360700	3	江西省/赣州市/宁都县	
1285	于都县	360731	360700	3	江西省/赣州市/于都县	
1286	兴国县	360732	360700	3	江西省/赣州市/兴国县	
1287	会昌县	360733	360700	3	江西省/赣州市/会昌县	
1288	寻乌县	360734	360700	3	江西省/赣州市/寻乌县	
1289	石城县	360735	360700	3	江西省/赣州市/石城县	
1290	瑞金市	360781	360700	3	江西省/赣州市/瑞金市	
1291	吉安市	360800	360000	2	江西省/吉安市	
1292	吉州区	360802	360800	3	江西省/吉安市/吉州区	
1293	青原区	360803	360800	3	江西省/吉安市/青原区	
1294	吉安县	360821	360800	3	江西省/吉安市/吉安县	
1295	吉水县	360822	360800	3	江西省/吉安市/吉水县	
1296	峡江县	360823	360800	3	江西省/吉安市/峡江县	
1297	新干县	360824	360800	3	江西省/吉安市/新干县	
1298	永丰县	360825	360800	3	江西省/吉安市/永丰县	
1299	泰和县	360826	360800	3	江西省/吉安市/泰和县	
1300	遂川县	360827	360800	3	江西省/吉安市/遂川县	
1301	万安县	360828	360800	3	江西省/吉安市/万安县	
1302	安福县	360829	360800	3	江西省/吉安市/安福县	
1303	永新县	360830	360800	3	江西省/吉安市/永新县	
1304	井冈山市	360881	360800	3	江西省/吉安市/井冈山市	
1305	宜春市	360900	360000	2	江西省/宜春市	
1306	袁州区	360902	360900	3	江西省/宜春市/袁州区	
1307	奉新县	360921	360900	3	江西省/宜春市/奉新县	
1308	万载县	360922	360900	3	江西省/宜春市/万载县	
1309	上高县	360923	360900	3	江西省/宜春市/上高县	
1310	宜丰县	360924	360900	3	江西省/宜春市/宜丰县	
1311	靖安县	360925	360900	3	江西省/宜春市/靖安县	
1312	铜鼓县	360926	360900	3	江西省/宜春市/铜鼓县	
1313	丰城市	360981	360900	3	江西省/宜春市/丰城市	
1314	樟树市	360982	360900	3	江西省/宜春市/樟树市	
1315	高安市	360983	360900	3	江西省/宜春市/高安市	
1316	抚州市	361000	360000	2	江西省/抚州市	
1317	临川区	361002	361000	3	江西省/抚州市/临川区	
1318	东乡区	361003	361000	3	江西省/抚州市/东乡区	
1319	南城县	361021	361000	3	江西省/抚州市/南城县	
1320	黎川县	361022	361000	3	江西省/抚州市/黎川县	
1321	南丰县	361023	361000	3	江西省/抚州市/南丰县	
1322	崇仁县	361024	361000	3	江西省/抚州市/崇仁县	
1323	乐安县	361025	361000	3	江西省/抚州市/乐安县	
1324	宜黄县	361026	361000	3	江西省/抚州市/宜黄县	
1325	金溪县	361027	361000	3	江西省/抚州市/金溪县	
1326	资溪县	361028	361000	3	江西省/抚州市/资溪县	
1327	广昌县	361030	361000	3	江西省/抚州市/广昌县	
1328	上饶市	361100	360000	2	江西省/上饶市	
1329	信州区	361102	361100	3	江西省/上饶市/信州区	
1330	广丰区	361103	361100	3	江西省/上饶市/广丰区	
1331	广信区	361104	361100	3	江西省/上饶市/广信区	
1332	玉山县	361123	361100	3	江西省/上饶市/玉山县	
1333	铅山县	361124	361100	3	江西省/上饶市/铅山县	
1334	横峰县	361125	361100	3	江西省/上饶市/横峰县	
1335	弋阳县	361126	361100	3	江西省/上饶市/弋阳县	
1336	余干县	361127	361100	3	江西省/上饶市/余干县	
1337	鄱阳县	361128	361100	3	江西省/上饶市/鄱阳县	
1338	万年县	361129	361100	3	江西省/上饶市/万年县	
1339	婺源县	361130	361100	3	江西省/上饶市/婺源县	
1340	德兴市	361181	361100	3	江西省/上饶市/德兴市	
1341	山东省	370000	000000	1	山东省	
1342	济南市	370100	370000	2	山东省/济南市	
1343	历下区	370102	370100	3	山东省/济南市/历下区	
1344	市中区	370103	370100	3	山东省/济南市/市中区	
1345	槐荫区	370104	370100	3	山东省/济南市/槐荫区	
1346	天桥区	370105	370100	3	山东省/济南市/天桥区	
1347	历城区	370112	370100	3	山东省/济南市/历城区	
1348	长清区	370113	370100	3	山东省/济南市/长清区	
1349	章丘区	370114	370100	3	山东省/济南市/章丘区	
1350	济阳区	370115	370100	3	山东省/济南市/济阳区	
1351	莱芜区	370116	370100	3	山东省/济南市/莱芜区	
1352	钢城区	370117	370100	3	山东省/济南市/钢城区	
1353	平阴县	370124	370100	3	山东省/济南市/平阴县	
1354	商河县	370126	370100	3	山东省/济南市/商河县	
1355	青岛市	370200	370000	2	山东省/青岛市	
1356	市南区	370202	370200	3	山东省/青岛市/市南区	
1357	市北区	370203	370200	3	山东省/青岛市/市北区	
1358	黄岛区	370211	370200	3	山东省/青岛市/黄岛区	
1359	崂山区	370212	370200	3	山东省/青岛市/崂山区	
1360	李沧区	370213	370200	3	山东省/青岛市/李沧区	
1361	城阳区	370214	370200	3	山东省/青岛市/城阳区	
1362	即墨区	370215	370200	3	山东省/青岛市/即墨区	
1363	胶州市	370281	370200	3	山东省/青岛市/胶州市	
1364	平度市	370283	370200	3	山东省/青岛市/平度市	
1365	莱西市	370285	370200	3	山东省/青岛市/莱西市	
1366	淄博市	370300	370000	2	山东省/淄博市	
1367	淄川区	370302	370300	3	山东省/淄博市/淄川区	
1368	张店区	370303	370300	3	山东省/淄博市/张店区	
1369	博山区	370304	370300	3	山东省/淄博市/博山区	
1370	临淄区	370305	370300	3	山东省/淄博市/临淄区	
1371	周村区	370306	370300	3	山东省/淄博市/周村区	
1372	桓台县	370321	370300	3	山东省/淄博市/桓台县	
1373	高青县	370322	370300	3	山东省/淄博市/高青县	
1374	沂源县	370323	370300	3	山东省/淄博市/沂源县	
1375	枣庄市	370400	370000	2	山东省/枣庄市	
1376	市中区	370402	370400	3	山东省/枣庄市/市中区	
1377	薛城区	370403	370400	3	山东省/枣庄市/薛城区	
1378	峄城区	370404	370400	3	山东省/枣庄市/峄城区	
1379	台儿庄区	370405	370400	3	山东省/枣庄市/台儿庄区	
1380	山亭区	370406	370400	3	山东省/枣庄市/山亭区	
1381	滕州市	370481	370400	3	山东省/枣庄市/滕州市	
1382	东营市	370500	370000	2	山东省/东营市	
1383	东营区	370502	370500	3	山东省/东营市/东营区	
1384	河口区	370503	370500	3	山东省/东营市/河口区	
1385	垦利区	370505	370500	3	山东省/东营市/垦利区	
1386	利津县	370522	370500	3	山东省/东营市/利津县	
1387	广饶县	370523	370500	3	山东省/东营市/广饶县	
1388	烟台市	370600	370000	2	山东省/烟台市	
1389	芝罘区	370602	370600	3	山东省/烟台市/芝罘区	
1390	福山区	370611	370600	3	山东省/烟台市/福山区	
1391	牟平区	370612	370600	3	山东省/烟台市/牟平区	
1392	莱山区	370613	370600	3	山东省/烟台市/莱山区	
1393	长岛县	370634	370600	3	山东省/烟台市/长岛县	
1394	龙口市	370681	370600	3	山东省/烟台市/龙口市	
1395	莱阳市	370682	370600	3	山东省/烟台市/莱阳市	
1396	莱州市	370683	370600	3	山东省/烟台市/莱州市	
1397	蓬莱市	370684	370600	3	山东省/烟台市/蓬莱市	
1398	招远市	370685	370600	3	山东省/烟台市/招远市	
1399	栖霞市	370686	370600	3	山东省/烟台市/栖霞市	
1400	海阳市	370687	370600	3	山东省/烟台市/海阳市	
1401	潍坊市	370700	370000	2	山东省/潍坊市	
1402	潍城区	370702	370700	3	山东省/潍坊市/潍城区	
1403	寒亭区	370703	370700	3	山东省/潍坊市/寒亭区	
1404	坊子区	370704	370700	3	山东省/潍坊市/坊子区	
1405	奎文区	370705	370700	3	山东省/潍坊市/奎文区	
1406	临朐县	370724	370700	3	山东省/潍坊市/临朐县	
1407	昌乐县	370725	370700	3	山东省/潍坊市/昌乐县	
1408	青州市	370781	370700	3	山东省/潍坊市/青州市	
1409	诸城市	370782	370700	3	山东省/潍坊市/诸城市	
1410	寿光市	370783	370700	3	山东省/潍坊市/寿光市	
1411	安丘市	370784	370700	3	山东省/潍坊市/安丘市	
1412	高密市	370785	370700	3	山东省/潍坊市/高密市	
1413	昌邑市	370786	370700	3	山东省/潍坊市/昌邑市	
1414	济宁市	370800	370000	2	山东省/济宁市	
1415	任城区	370811	370800	3	山东省/济宁市/任城区	
1416	兖州区	370812	370800	3	山东省/济宁市/兖州区	
1417	微山县	370826	370800	3	山东省/济宁市/微山县	
1418	鱼台县	370827	370800	3	山东省/济宁市/鱼台县	
1419	金乡县	370828	370800	3	山东省/济宁市/金乡县	
1420	嘉祥县	370829	370800	3	山东省/济宁市/嘉祥县	
1421	汶上县	370830	370800	3	山东省/济宁市/汶上县	
1422	泗水县	370831	370800	3	山东省/济宁市/泗水县	
1423	梁山县	370832	370800	3	山东省/济宁市/梁山县	
1424	曲阜市	370881	370800	3	山东省/济宁市/曲阜市	
1425	邹城市	370883	370800	3	山东省/济宁市/邹城市	
1426	泰安市	370900	370000	2	山东省/泰安市	
1427	泰山区	370902	370900	3	山东省/泰安市/泰山区	
1428	岱岳区	370911	370900	3	山东省/泰安市/岱岳区	
1429	宁阳县	370921	370900	3	山东省/泰安市/宁阳县	
1430	东平县	370923	370900	3	山东省/泰安市/东平县	
1431	新泰市	370982	370900	3	山东省/泰安市/新泰市	
1432	肥城市	370983	370900	3	山东省/泰安市/肥城市	
1433	威海市	371000	370000	2	山东省/威海市	
1434	环翠区	371002	371000	3	山东省/威海市/环翠区	
1435	文登区	371003	371000	3	山东省/威海市/文登区	
1436	荣成市	371082	371000	3	山东省/威海市/荣成市	
1437	乳山市	371083	371000	3	山东省/威海市/乳山市	
1438	日照市	371100	370000	2	山东省/日照市	
1439	东港区	371102	371100	3	山东省/日照市/东港区	
1440	岚山区	371103	371100	3	山东省/日照市/岚山区	
1441	五莲县	371121	371100	3	山东省/日照市/五莲县	
1442	莒县	371122	371100	3	山东省/日照市/莒县	
1443	临沂市	371300	370000	2	山东省/临沂市	
1444	兰山区	371302	371300	3	山东省/临沂市/兰山区	
1445	罗庄区	371311	371300	3	山东省/临沂市/罗庄区	
1446	河东区	371312	371300	3	山东省/临沂市/河东区	
1447	沂南县	371321	371300	3	山东省/临沂市/沂南县	
1448	郯城县	371322	371300	3	山东省/临沂市/郯城县	
1449	沂水县	371323	371300	3	山东省/临沂市/沂水县	
1450	兰陵县	371324	371300	3	山东省/临沂市/兰陵县	
1451	费县	371325	371300	3	山东省/临沂市/费县	
1452	平邑县	371326	371300	3	山东省/临沂市/平邑县	
1453	莒南县	371327	371300	3	山东省/临沂市/莒南县	
1454	蒙阴县	371328	371300	3	山东省/临沂市/蒙阴县	
1455	临沭县	371329	371300	3	山东省/临沂市/临沭县	
1456	德州市	371400	370000	2	山东省/德州市	
1457	德城区	371402	371400	3	山东省/德州市/德城区	
1458	陵城区	371403	371400	3	山东省/德州市/陵城区	
1459	宁津县	371422	371400	3	山东省/德州市/宁津县	
1460	庆云县	371423	371400	3	山东省/德州市/庆云县	
1461	临邑县	371424	371400	3	山东省/德州市/临邑县	
1462	齐河县	371425	371400	3	山东省/德州市/齐河县	
1463	平原县	371426	371400	3	山东省/德州市/平原县	
1464	夏津县	371427	371400	3	山东省/德州市/夏津县	
1465	武城县	371428	371400	3	山东省/德州市/武城县	
1466	乐陵市	371481	371400	3	山东省/德州市/乐陵市	
1467	禹城市	371482	371400	3	山东省/德州市/禹城市	
1468	聊城市	371500	370000	2	山东省/聊城市	
1469	东昌府区	371502	371500	3	山东省/聊城市/东昌府区	
1470	茌平区	371503	371500	3	山东省/聊城市/茌平区	
1471	阳谷县	371521	371500	3	山东省/聊城市/阳谷县	
